코드,날짜,종가
OIL_CL,2018-02-28 00:00:00,61.64
OIL_CL,2018-02-27 00:00:00,63.01
OIL_CL,2018-02-26 00:00:00,63.91
OIL_CL,2018-02-23 00:00:00,63.55
OIL_CL,2018-02-22 00:00:00,62.77
OIL_CL,2018-02-21 00:00:00,61.68
OIL_CL,2018-02-20 00:00:00,61.9
OIL_CL,2018-02-16 00:00:00,61.68
OIL_CL,2018-02-15 00:00:00,61.34
OIL_CL,2018-02-14 00:00:00,60.6
OIL_CL,2018-02-13 00:00:00,59.19
OIL_CL,2018-02-12 00:00:00,59.29
OIL_CL,2018-02-09 00:00:00,59.2
OIL_CL,2018-02-08 00:00:00,61.15
OIL_CL,2018-02-07 00:00:00,61.79
OIL_CL,2018-02-06 00:00:00,63.39
OIL_CL,2018-02-05 00:00:00,64.15
OIL_CL,2018-02-02 00:00:00,65.45
OIL_CL,2018-02-01 00:00:00,65.8
OIL_CL,2018-01-31 00:00:00,64.73
OIL_CL,2018-01-30 00:00:00,64.5
OIL_CL,2018-01-29 00:00:00,65.56
OIL_CL,2018-01-26 00:00:00,66.14
OIL_CL,2018-01-25 00:00:00,65.51
OIL_CL,2018-01-24 00:00:00,65.61
OIL_CL,2018-01-23 00:00:00,64.47
